id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
344,damage,home,multan,punjab,19805,64,17,1.0908,0,5,0,approved,0
345,other,pet,faisalabad,punjab,12315,64,19,3.4218,1,4,0,submitted,0
346,other,home,quetta,balochistan,32405,44,6,4.474,0,6,0,approved,0
347,damage,home,sialkot,punjab,11124,64,12,1.1911,1,4,0,submitted,0
348,theft,home,sukkur,sindh,38098,64,18,3.5204,0,6,0,approved,0
349,auto,auto,gujranwala,punjab,23746,44,2,3.2821,0,0,1,submitted,0
350,other,life,mardan,kpk,122843,58,30,7.6739,1,5,1,approved,0
351,auto,auto,abbottabad,kpk,16748,64,30,0.6843,0,0,1,approved,0
352,auto,auto,faisalabad,punjab,72380,53,11,3.6795,2,4,0,in_review,0
353,medical,auto,mardan,kpk,31567,53,8,3.9253,0,6,0,approved,0
354,theft,home,faisalabad,punjab,66837,64,0,2.8267,2,4,1,in_review,0
355,other,life,hyderabad,sindh,14240,56,18,1.9007,0,6,0,approved,0
356,home,home,islamabad,islamabad,76205,58,3,3.1767,0,0,0,approved,0
357,home,home,peshawar,kpk,19557,58,8,1.9539,3,5,1,rejected,1
358,home,home,islamabad,islamabad,24542,53,4,1.678,2,7,0,approved,0
359,auto,auto,rawalpindi,punjab,26036,58,13,4.0681,0,6,0,approved,0
360,life,life,gujranwala,punjab,27414,44,6,1.3762,0,5,0,approved,0
361,home,home,sialkot,punjab,29783,53,21,13.859,1,6,0,submitted,0
362,home,home,abbottabad,kpk,33886,45,28,1.8592,0,2,0,submitted,0
363,home,home,abbottabad,kpk,72500,45,2,3.3621,0,1,0,submitted,0
364,other,pet,gujranwala,punjab,48968,61,14,3.0457,0,6,0,approved,0
365,theft,home,rawalpindi,punjab,61259,61,0,4.2218,0,0,0,approved,0
366,auto,auto,multan,punjab,44908,56,4,4.675,0,1,0,submitted,0
367,home,home,hyderabad,sindh,147944,56,4,7.7002,1,4,0,approved,0
368,pet,pet,sialkot,punjab,13481,44,14,0.7801,0,2,0,rejected,1
369,damage,auto,gujranwala,punjab,28403,58,15,1.6832,0,6,0,approved,0
370,accident,life,multan,punjab,71220,56,7,4.7509,1,6,0,approved,0
371,auto,auto,sukkur,sindh,86788,44,9,4.0193,0,6,0,approved,0
372,life,life,gujranwala,punjab,76596,56,0,3.1324,0,4,0,approved,0
373,damage,auto,mardan,kpk,15807,53,15,8.9406,0,2,1,approved,0
374,accident,life,faisalabad,punjab,10500,44,6,1.6701,2,8,0,submitted,0
375,auto,auto,multan,punjab,6871,53,3,2.6447,0,5,3,rejected,1
376,accident,auto,gujranwala,punjab,37139,64,28,2.1507,2,3,3,rejected,1
377,accident,auto,quetta,balochistan,35609,64,7,3.3762,3,7,3,in_review,1
378,home,home,multan,punjab,36301,64,10,5.4449,0,5,0,approved,0
379,life,life,sialkot,punjab,413709,58,30,20.8986,1,1,0,approved,0
380,accident,life,mardan,kpk,35104,53,15,2.2167,1,5,0,approved,0
381,other,others,rawalpindi,punjab,24036,44,26,6.3994,0,3,0,approved,0
382,damage,home,peshawar,kpk,40040,45,23,2.9814,1,5,1,approved,0
383,pet,pet,peshawar,kpk,6578,45,3,0.6104,0,0,0,approved,0
384,accident,auto,faisalabad,punjab,40066,44,15,2.3021,0,1,0,submitted,1
385,medical,auto,islamabad,islamabad,47260,61,11,11.4709,2,8,1,approved,0
386,accident,auto,islamabad,islamabad,14874,45,16,1.2981,0,1,0,approved,0
387,medical,life,sukkur,sindh,46798,64,20,2.3648,1,6,0,approved,0
388,damage,auto,sukkur,sindh,38709,58,19,3.0822,3,5,2,in_review,1
389,auto,auto,islamabad,islamabad,36243,61,6,2.9958,1,6,0,approved,0
390,auto,auto,mardan,kpk,19146,53,7,7.266,2,2,2,in_review,1
391,pet,pet,faisalabad,punjab,10421,64,8,3.8088,2,3,0,approved,0
392,auto,auto,mardan,kpk,98366,58,5,24.4145,2,7,1,approved,0
393,pet_care,pet,mardan,kpk,6629,64,29,0.3252,0,6,0,approved,0
394,medical,life,abbottabad,kpk,41731,64,1,1.8785,0,1,0,approved,0
395,auto,auto,quetta,balochistan,29712,44,13,1.4148,1,2,0,approved,0
396,accident,life,gujranwala,punjab,23602,56,22,5.5055,1,4,0,approved,0
397,medical,life,multan,punjab,28761,45,21,7.4762,0,3,0,approved,0
398,other,home,quetta,balochistan,10043,58,26,0.8742,1,4,0,approved,0
399,home,home,quetta,balochistan,12955,64,0,3.0051,0,4,0,submitted,0
400,pet,pet,peshawar,kpk,20035,64,12,3.2678,0,0,0,approved,0
401,accident,life,abbottabad,kpk,24304,61,9,13.7078,0,3,0,in_review,0
402,life,life,rawalpindi,punjab,59991,64,29,7.4839,0,4,0,submitted,0
403,accident,life,abbottabad,kpk,22772,44,16,1.7475,2,7,0,in_review,0
404,accident,life,multan,punjab,21262,45,4,3.2857,1,5,3,in_review,1
405,medical,auto,multan,punjab,139135,56,17,6.8634,0,1,0,approved,0
406,damage,auto,mardan,kpk,8478,56,24,0.3446,1,5,2,in_review,1
407,theft,home,sialkot,punjab,73988,61,28,11.8041,3,5,1,submitted,1
408,pet_care,pet,quetta,balochistan,7059,44,24,0.9218,1,5,0,approved,0
409,home,home,mardan,kpk,31889,61,5,1.863,0,1,0,approved,0
410,accident,life,karachi,sindh,42410,58,29,4.8237,2,5,1,submitted,0
411,auto,auto,quetta,balochistan,56263,64,23,19.6038,0,5,0,approved,0
412,accident,auto,hyderabad,sindh,17905,61,17,1.0871,0,5,3,rejected,1
413,pet_care,pet,hyderabad,sindh,9667,56,1,1.3899,0,5,0,approved,0
414,other,others,rawalpindi,punjab,17273,58,5,1.2012,1,6,2,rejected,1
415,home,home,mardan,kpk,44969,61,22,8.1054,1,5,0,approved,0
416,accident,auto,sialkot,punjab,17886,64,24,0.893,0,2,1,approved,0
417,damage,home,rawalpindi,punjab,24108,58,19,2.9591,0,4,0,approved,0
418,other,others,lahore,punjab,49880,53,20,5.2406,0,1,0,approved,0
419,accident,life,sialkot,punjab,10990,56,5,2.5131,1,5,0,approved,0
420,pet,pet,hyderabad,sindh,9421,44,24,0.4602,0,3,1,submitted,0
421,theft,auto,hyderabad,sindh,11792,53,6,1.9959,1,1,0,approved,0
422,theft,auto,mardan,kpk,37098,44,22,1.5416,0,6,0,in_review,0
423,home,home,peshawar,kpk,35617,58,15,1.7866,2,6,0,approved,0
424,theft,home,hyderabad,sindh,93729,61,6,4.2614,0,2,0,approved,0
425,medical,auto,gujranwala,punjab,29683,64,10,7.975,0,2,0,approved,0
426,accident,auto,multan,punjab,28249,56,1,2.2911,0,5,0,submitted,0
427,life,life,mardan,kpk,130544,64,23,39.1436,1,1,0,submitted,0
428,home,home,rawalpindi,punjab,77023,56,12,7.2051,1,4,0,submitted,0
429,pet_care,pet,mardan,kpk,9145,53,28,3.6061,0,6,2,rejected,1
430,theft,auto,quetta,balochistan,16579,56,15,6.084,0,3,1,submitted,0
431,damage,home,islamabad,islamabad,32197,64,23,1.7486,0,5,1,approved,0
432,accident,auto,sialkot,punjab,114231,44,0,6.8003,1,2,0,approved,0
433,home,home,abbottabad,kpk,24502,64,3,4.5755,3,7,2,rejected,1
434,home,home,rawalpindi,punjab,102827,45,5,4.1834,0,2,0,rejected,1
435,accident,auto,karachi,sindh,12385,58,22,3.7968,1,3,0,submitted,0
436,pet,pet,quetta,balochistan,11812,58,25,0.7048,0,2,0,approved,0
437,medical,life,rawalpindi,punjab,30126,64,5,1.3873,1,3,0,rejected,1
438,home,home,hyderabad,sindh,22304,56,18,3.1432,0,3,1,approved,0
439,theft,auto,sukkur,sindh,14092,53,19,0.8487,0,3,0,submitted,0
440,other,pet,quetta,balochistan,25790,53,22,1.6359,0,5,0,approved,0
441,life,life,peshawar,kpk,52267,58,26,2.4851,0,3,0,submitted,0
442,auto,auto,hyderabad,sindh,33239,56,26,1.4685,2,8,1,rejected,1
443,damage,auto,sukkur,sindh,17021,53,6,1.5402,1,3,0,approved,0
444,auto,auto,faisalabad,punjab,23579,64,9,1.1449,0,4,3,approved,0
445,home,home,islamabad,islamabad,72930,61,22,6.7861,1,6,0,approved,0
446,damage,auto,rawalpindi,punjab,39556,61,11,5.1593,0,6,0,approved,0
447,accident,auto,mardan,kpk,17271,61,25,0.9899,2,8,1,approved,0
448,life,life,sukkur,sindh,46973,64,13,2.8912,1,7,1,approved,0
449,pet,pet,lahore,punjab,13872,58,3,5.0628,3,3,0,submitted,1
450,pet_care,pet,sukkur,sindh,12923,58,7,3.1807,1,6,3,approved,0
451,other,life,peshawar,kpk,84132,58,0,26.0551,0,3,0,approved,0
452,pet_care,pet,rawalpindi,punjab,20755,44,9,7.8114,0,3,0,approved,0
453,pet_care,pet,gujranwala,punjab,5000,44,27,0.2876,0,4,0,approved,0
454,theft,home,peshawar,kpk,26062,44,5,4.0394,1,2,0,submitted,0
455,home,home,rawalpindi,punjab,14456,61,24,0.6879,0,3,1,approved,0
456,home,home,abbottabad,kpk,55349,58,5,5.4461,0,2,0,in_review,0
457,medical,auto,abbottabad,kpk,43037,61,16,1.748,0,6,0,in_review,0
458,accident,auto,sukkur,sindh,8888,44,19,0.397,0,2,1,approved,0
459,life,life,mardan,kpk,71654,56,10,3.047,0,0,0,approved,0
460,theft,home,abbottabad,kpk,8200,53,8,0.5089,0,4,0,approved,0
461,medical,life,mardan,kpk,10770,56,12,1.9831,2,7,0,approved,0
462,theft,auto,gujranwala,punjab,41906,64,24,2.7052,0,6,0,approved,0
463,home,home,gujranwala,punjab,23350,56,3,2.2955,0,3,0,in_review,0
464,pet_care,pet,lahore,punjab,11999,64,0,3.0854,1,3,0,approved,0
465,accident,life,hyderabad,sindh,18880,45,25,1.1958,0,0,0,submitted,0
466,theft,auto,sialkot,punjab,13302,45,30,0.5579,0,6,3,rejected,1
467,pet_care,pet,rawalpindi,punjab,5249,44,6,0.2669,1,1,0,approved,0
468,life,life,rawalpindi,punjab,10049,53,18,3.7651,0,0,1,approved,0
469,life,life,lahore,punjab,269531,56,19,21.3625,1,2,2,approved,0
470,accident,life,peshawar,kpk,11583,56,0,3.861,1,3,1,approved,0
471,other,home,islamabad,islamabad,5060,53,19,1.0152,0,1,0,in_review,0
472,auto,auto,faisalabad,punjab,29904,53,26,1.2504,1,5,0,rejected,1
473,auto,auto,mardan,kpk,30159,64,29,2.2142,0,6,1,submitted,0
474,accident,life,faisalabad,punjab,57224,61,9,33.5035,1,7,1,approved,0
475,pet_care,pet,karachi,sindh,42375,56,1,4.5374,1,5,2,in_review,1
476,home,home,lahore,punjab,23462,45,16,1.1864,1,7,1,approved,0
477,medical,auto,lahore,punjab,26825,58,27,3.4185,0,1,0,in_review,1
478,pet_care,pet,karachi,sindh,5000,58,24,0.5135,0,5,0,approved,0
479,accident,life,sukkur,sindh,14442,64,14,2.7234,0,5,0,submitted,0
480,home,home,faisalabad,punjab,28770,58,15,3.1039,0,3,0,approved,0
481,auto,auto,rawalpindi,punjab,55125,53,8,3.3411,0,0,0,rejected,1
482,life,life,karachi,sindh,103141,56,9,14.5085,1,6,2,in_review,1
483,pet,pet,faisalabad,punjab,22457,58,6,1.4981,2,4,0,submitted,0
484,medical,auto,karachi,sindh,155764,64,1,7.6031,4,9,3,approved,0
485,life,life,hyderabad,sindh,22974,61,0,1.2958,3,4,1,submitted,1
486,accident,life,abbottabad,kpk,13296,64,18,1.1574,4,7,3,rejected,1
487,home,home,mardan,kpk,21103,64,16,0.9482,0,6,0,approved,0
488,medical,life,peshawar,kpk,79627,64,30,6.3702,2,2,0,approved,0
489,home,home,abbottabad,kpk,71692,53,24,3.619,0,2,0,approved,0
490,other,auto,quetta,balochistan,5000,61,16,0.5626,0,0,0,approved,0
491,theft,auto,mardan,kpk,31463,58,9,1.6622,1,7,0,in_review,0
492,theft,home,hyderabad,sindh,8211,56,22,1.8833,0,6,0,approved,0
493,auto,auto,hyderabad,sindh,18663,44,0,1.4512,0,0,1,in_review,0
494,home,home,peshawar,kpk,105393,58,15,8.2778,0,4,0,approved,0
495,pet_care,pet,hyderabad,sindh,5539,56,14,0.4047,1,2,1,in_review,0
496,damage,home,multan,punjab,9686,58,4,1.8169,0,1,0,approved,0
497,home,home,sialkot,punjab,38926,45,9,2.4037,3,6,3,submitted,1
498,home,home,lahore,punjab,102445,44,22,5.2818,0,2,3,submitted,1
499,damage,auto,sialkot,punjab,8767,56,1,0.3641,1,1,0,submitted,0
500,life,life,faisalabad,punjab,71310,44,29,5.848,0,0,0,approved,0
501,theft,auto,multan,punjab,9201,64,30,0.5236,2,4,0,approved,0
502,auto,auto,lahore,punjab,20554,45,14,1.8984,0,3,1,approved,0
503,damage,auto,mardan,kpk,7344,56,2,0.4873,0,3,3,rejected,1
504,other,pet,faisalabad,punjab,5000,56,13,2.9138,1,6,0,approved,0
505,auto,auto,sukkur,sindh,47916,58,17,2.7264,0,6,0,in_review,0
506,life,life,abbottabad,kpk,179518,53,15,7.698,0,6,0,approved,0
507,home,home,peshawar,kpk,153869,45,15,9.7453,0,5,0,approved,0
508,accident,auto,sialkot,punjab,52211,64,5,3.1439,0,3,0,approved,0
509,pet_care,pet,sukkur,sindh,17392,56,3,2.2155,0,6,0,submitted,0
510,pet_care,pet,faisalabad,punjab,20034,56,0,1.0538,0,2,1,in_review,0
511,damage,home,multan,punjab,25023,45,25,3.8122,0,0,0,approved,0
512,home,home,mardan,kpk,14139,64,19,1.0567,0,2,0,approved,0
513,damage,home,gujranwala,punjab,15748,45,3,2.8086,0,3,1,rejected,1
514,pet,pet,hyderabad,sindh,14101,56,6,2.6132,1,1,0,in_review,0
515,other,life,sialkot,punjab,31327,45,2,4.6335,2,8,0,approved,0
516,pet_care,pet,quetta,balochistan,25482,56,22,1.3341,0,0,0,approved,0
517,medical,life,karachi,sindh,97596,45,14,18.7793,0,3,1,approved,0
518,accident,auto,sialkot,punjab,14910,44,19,0.8435,1,7,0,approved,0
519,auto,auto,islamabad,islamabad,61918,58,0,16.3804,1,4,0,approved,0
520,damage,auto,karachi,sindh,27955,56,29,1.1516,0,1,0,in_review,0
521,theft,home,islamabad,islamabad,28428,44,22,1.8441,1,7,0,approved,0
522,other,pet,hyderabad,sindh,5056,45,3,0.2769,0,3,0,approved,0
523,accident,auto,hyderabad,sindh,36313,45,9,1.5309,1,6,1,submitted,0
524,medical,auto,abbottabad,kpk,53082,64,10,2.9796,3,3,3,rejected,1
525,life,life,islamabad,islamabad,54332,44,5,3.9283,2,3,1,submitted,0
526,life,life,peshawar,kpk,57843,58,17,2.449,0,6,0,rejected,1
527,other,pet,peshawar,kpk,16560,56,1,0.6997,2,4,2,in_review,1
528,home,home,faisalabad,punjab,25555,64,11,1.6456,1,2,0,approved,0
529,theft,auto,faisalabad,punjab,6353,58,1,0.5057,1,4,0,approved,0
530,life,life,sialkot,punjab,70913,58,3,5.1101,0,5,0,submitted,0
531,home,home,peshawar,kpk,25505,45,15,2.2543,2,6,0,approved,0
532,other,pet,quetta,balochistan,48868,64,18,5.4902,0,4,1,approved,0
533,theft,auto,sukkur,sindh,14579,61,6,1.2871,0,4,0,approved,0
534,accident,auto,peshawar,kpk,53370,61,29,2.9887,3,8,2,rejected,1
535,damage,home,rawalpindi,punjab,10088,45,29,0.4211,1,7,0,approved,0
536,pet_care,pet,karachi,sindh,7092,44,7,0.7614,0,4,3,submitted,1
537,medical,life,gujranwala,punjab,25243,64,20,4.2283,3,6,3,submitted,0
538,home,home,islamabad,islamabad,97249,45,11,27.1418,0,6,1,approved,0
539,pet,pet,sukkur,sindh,19805,45,28,0.8513,0,0,1,submitted,0
540,auto,auto,karachi,sindh,16028,58,8,1.8544,0,6,0,approved,0
541,theft,auto,sukkur,sindh,17177,56,8,1.1164,0,5,0,approved,0
542,other,home,islamabad,islamabad,11851,64,20,0.5108,2,7,0,submitted,0
543,auto,auto,karachi,sindh,41718,56,27,4.2255,2,7,0,approved,0
544,accident,life,islamabad,islamabad,27907,64,26,6.767,1,7,0,approved,0
545,theft,auto,karachi,sindh,37762,58,10,1.7787,1,7,0,approved,0
546,damage,home,karachi,sindh,31462,45,2,3.9054,0,4,1,approved,0
547,damage,auto,quetta,balochistan,14381,44,4,1.2018,0,4,1,approved,0
548,auto,auto,rawalpindi,punjab,48783,64,30,3.3891,3,8,2,rejected,1
549,life,life,gujranwala,punjab,96883,45,4,3.958,3,4,3,in_review,1
550,auto,auto,islamabad,islamabad,26660,53,6,1.131,3,9,3,rejected,1
551,damage,auto,islamabad,islamabad,9674,56,13,1.1698,0,1,0,approved,0
552,life,life,sialkot,punjab,104218,58,0,5.0591,0,2,3,rejected,1
553,auto,auto,mardan,kpk,19466,64,1,0.924,0,1,0,approved,0
554,other,home,lahore,punjab,22277,64,12,2.2706,0,4,0,approved,0
555,life,life,hyderabad,sindh,51647,64,10,8.871,4,7,3,in_review,1
556,auto,auto,gujranwala,punjab,27892,64,5,1.2923,1,4,1,submitted,0
557,life,life,multan,punjab,56501,61,14,8.8699,0,3,0,submitted,0
558,life,life,hyderabad,sindh,124533,44,5,24.0133,1,6,0,in_review,0
559,pet,pet,karachi,sindh,6498,64,3,1.6176,0,5,3,rejected,1
560,theft,auto,rawalpindi,punjab,27615,44,30,11.2899,1,1,0,in_review,1
561,life,life,mardan,kpk,118824,64,25,5.897,1,5,2,rejected,1
562,damage,home,quetta,balochistan,7384,56,20,0.5068,0,3,1,in_review,0
563,other,auto,sialkot,punjab,8218,58,6,0.3526,0,3,0,approved,0
564,auto,auto,peshawar,kpk,23438,64,1,3.0815,4,9,1,rejected,1
565,life,life,gujranwala,punjab,19925,44,15,1.1831,0,1,0,approved,0
566,auto,auto,peshawar,kpk,56415,45,16,18.4182,0,3,0,approved,0
567,pet_care,pet,gujranwala,punjab,5000,58,3,0.2417,0,1,1,rejected,1
568,pet_care,pet,peshawar,kpk,20368,44,25,1.2413,0,6,1,approved,0
569,other,life,islamabad,islamabad,5970,61,0,0.2533,0,1,0,approved,0
570,other,pet,gujranwala,punjab,77767,61,22,3.5729,2,2,0,rejected,1
571,accident,auto,islamabad,islamabad,10252,53,20,4.3112,0,5,1,approved,0
572,life,life,hyderabad,sindh,8913,58,30,0.5816,0,6,0,approved,0
573,auto,auto,sialkot,punjab,23384,44,15,13.3015,0,3,0,approved,0
574,life,life,mardan,kpk,64849,45,10,18.5867,0,5,0,approved,0
575,home,home,mardan,kpk,13610,58,6,0.8617,0,1,0,approved,0
576,other,pet,rawalpindi,punjab,38745,64,13,3.4865,1,7,3,rejected,1
577,theft,auto,rawalpindi,punjab,5934,61,3,0.8267,3,6,1,rejected,1
578,accident,life,gujranwala,punjab,39176,64,27,2.9681,2,4,0,approved,0
579,medical,auto,gujranwala,punjab,364845,44,29,28.8392,2,8,1,approved,0
580,accident,life,quetta,balochistan,80522,64,3,4.8863,0,1,0,in_review,0
581,damage,auto,mardan,kpk,49848,45,27,3.1219,0,2,0,submitted,0
582,life,life,quetta,balochistan,6803,44,10,3.9668,0,0,0,approved,0
583,medical,life,quetta,balochistan,46323,61,25,2.4568,0,3,2,rejected,1
584,home,home,hyderabad,sindh,146544,45,16,23.3722,0,2,0,approved,0
585,auto,auto,abbottabad,kpk,10044,44,20,0.446,0,5,1,submitted,0
586,home,home,lahore,punjab,162414,61,4,15.2258,0,1,2,in_review,1
587,life,life,quetta,balochistan,49321,45,9,2.1672,0,2,0,submitted,0
588,pet,pet,multan,punjab,11130,56,10,2.451,0,6,0,submitted,0
589,pet_care,pet,sukkur,sindh,61879,64,8,12.0905,0,6,0,approved,0
590,accident,life,sialkot,punjab,66090,53,20,7.1557,0,2,0,approved,0
591,damage,auto,sukkur,sindh,7938,64,6,0.8257,0,1,1,approved,0
592,accident,life,rawalpindi,punjab,19969,61,21,1.1674,1,5,1,approved,0
593,auto,auto,mardan,kpk,43357,56,5,2.4718,0,3,1,submitted,0
594,pet,pet,mardan,kpk,10431,64,5,1.232,3,3,2,rejected,1
595,other,life,lahore,punjab,9398,44,11,0.5045,0,0,1,approved,0
596,accident,life,gujranwala,punjab,6208,45,0,0.7249,0,0,1,approved,0
597,other,pet,sialkot,punjab,19213,56,19,1.3859,1,5,0,approved,0
598,damage,auto,faisalabad,punjab,35682,61,7,1.624,0,0,2,in_review,1
599,theft,home,mardan,kpk,30182,44,22,13.0545,1,1,0,in_review,0
600,pet,pet,peshawar,kpk,5943,64,28,0.3196,0,4,0,in_review,1
601,medical,auto,faisalabad,punjab,71381,58,1,3.7603,2,2,0,approved,0
602,pet,pet,karachi,sindh,11616,44,5,1.1701,1,2,0,approved,0
603,other,life,rawalpindi,punjab,35212,64,3,14.7331,0,2,0,submitted,0
604,accident,auto,multan,punjab,36986,61,24,1.7561,3,5,0,rejected,1
605,life,life,karachi,sindh,87432,56,17,3.9279,0,3,0,approved,0
606,damage,auto,sukkur,sindh,56215,58,13,8.0181,0,6,0,approved,0
607,damage,home,lahore,punjab,16069,61,21,0.9288,4,10,2,rejected,1
608,accident,auto,mardan,kpk,33391,45,12,1.7573,2,7,1,approved,0
609,other,others,quetta,balochistan,34242,64,21,2.8702,0,3,2,submitted,1
610,damage,home,peshawar,kpk,8878,58,22,0.5188,1,5,0,approved,0
611,pet,pet,islamabad,islamabad,10256,61,26,0.4363,2,4,0,submitted,0
612,accident,auto,hyderabad,sindh,81680,64,7,5.9887,1,6,2,rejected,1
613,other,life,quetta,balochistan,9793,64,11,1.1197,0,5,1,approved,0
614,auto,auto,islamabad,islamabad,31697,53,17,2.9937,1,5,0,approved,0
615,other,auto,mardan,kpk,35847,64,27,9.8725,4,9,2,in_review,1
616,life,life,karachi,sindh,134067,64,27,5.9577,0,3,0,approved,0
617,home,home,mardan,kpk,38914,53,12,4.3936,0,4,1,approved,0
618,auto,auto,multan,punjab,14993,45,20,1.8857,0,3,1,approved,0
619,home,home,multan,punjab,14253,64,26,2.8319,2,6,2,in_review,1
620,other,pet,quetta,balochistan,34878,64,2,7.5265,2,5,0,approved,0
621,damage,home,quetta,balochistan,21935,64,1,1.3727,0,3,0,approved,0
622,other,others,lahore,punjab,9182,45,28,0.5613,0,5,1,approved,0
623,medical,life,faisalabad,punjab,63423,53,25,33.3454,2,3,1,approved,0
624,other,pet,rawalpindi,punjab,5521,64,16,0.5832,0,4,1,approved,0
625,home,home,sialkot,punjab,39156,64,4,22.1973,0,6,1,approved,0
626,medical,life,abbottabad,kpk,105757,58,21,13.0661,1,4,0,approved,0
627,home,home,karachi,sindh,14728,64,25,1.2005,0,0,0,approved,0
628,medical,life,hyderabad,sindh,115864,56,12,9.3718,2,2,0,rejected,1
629,theft,home,gujranwala,punjab,6151,64,24,0.3861,0,0,0,approved,0
630,pet_care,pet,sialkot,punjab,8498,44,5,0.432,2,2,2,in_review,1
631,theft,auto,multan,punjab,16296,56,11,1.4175,3,9,3,submitted,1
632,theft,home,rawalpindi,punjab,30699,64,12,5.3067,0,3,3,rejected,1
633,other,others,multan,punjab,15165,64,7,0.7962,1,3,1,in_review,0
634,life,life,mardan,kpk,551142,45,24,132.2635,0,3,1,rejected,1
635,life,life,rawalpindi,punjab,124216,58,15,10.3127,0,4,0,approved,0
636,accident,auto,multan,punjab,27432,44,6,3.3655,0,3,0,approved,0
637,pet,pet,rawalpindi,punjab,7055,64,7,1.6588,0,4,0,approved,0
638,home,home,sialkot,punjab,29464,44,7,2.8206,1,3,2,rejected,1
639,pet,pet,quetta,balochistan,7450,44,10,0.7057,0,6,1,approved,0
640,other,auto,islamabad,islamabad,17155,64,18,0.6871,0,4,3,submitted,1
641,medical,life,mardan,kpk,49935,58,25,5.961,1,4,0,submitted,0
642,auto,auto,multan,punjab,23480,56,11,1.4791,1,2,0,approved,0
643,home,home,multan,punjab,23438,44,24,1.5385,0,0,0,rejected,1
644,home,home,karachi,sindh,26494,58,10,3.2345,1,3,0,approved,0
645,accident,life,lahore,punjab,24713,45,9,3.2445,0,2,0,submitted,0
646,auto,auto,rawalpindi,punjab,12509,45,23,2.4394,0,6,0,approved,0
647,life,life,peshawar,kpk,339431,58,21,16.6846,0,0,3,in_review,1
648,other,auto,sukkur,sindh,19054,45,23,1.552,0,3,0,submitted,0
649,auto,auto,karachi,sindh,9832,58,13,1.0175,0,5,0,approved,0
650,accident,auto,islamabad,islamabad,13593,45,9,2.0364,1,6,2,rejected,1
651,pet,pet,sialkot,punjab,18590,64,24,4.6394,0,1,0,approved,0
652,theft,auto,karachi,sindh,15486,56,3,1.2136,0,5,0,approved,0
653,medical,auto,rawalpindi,punjab,22610,61,17,1.3358,0,5,1,approved,0
654,home,home,multan,punjab,9276,45,26,0.3724,0,2,0,approved,0
655,auto,auto,multan,punjab,49690,61,0,3.607,0,0,0,approved,0
656,medical,life,quetta,balochistan,29271,45,13,1.2584,2,4,1,approved,0
657,pet,pet,karachi,sindh,8038,56,10,1.4727,0,5,0,approved,0
658,theft,auto,abbottabad,kpk,14693,61,6,0.6696,0,4,0,submitted,0
659,other,auto,gujranwala,punjab,56445,56,24,12.26,0,5,1,in_review,0
660,life,life,sialkot,punjab,91698,53,12,44.128,0,5,3,in_review,1
661,theft,auto,multan,punjab,48365,56,1,3.1121,0,2,0,approved,0
662,medical,auto,mardan,kpk,23684,64,25,1.9302,0,3,0,approved,0
663,home,home,multan,punjab,67101,53,21,8.1394,2,7,1,approved,0
664,home,home,hyderabad,sindh,16705,56,20,0.7547,3,4,0,in_review,1
665,medical,life,sukkur,sindh,43752,53,5,10.7737,0,1,0,approved,0
666,medical,auto,islamabad,islamabad,44856,61,14,2.5978,0,5,0,in_review,0
667,life,life,quetta,balochistan,52624,44,29,3.7594,1,2,0,approved,0
668,pet_care,pet,gujranwala,punjab,13814,56,10,1.0016,1,2,0,approved,0
669,pet,pet,hyderabad,sindh,23684,44,15,1.605,1,5,0,in_review,0
670,theft,auto,peshawar,kpk,8176,64,8,1.1988,0,3,0,approved,0
671,auto,auto,mardan,kpk,74526,64,21,7.7745,1,6,0,in_review,0
